"X","Y","Z"
106.425231933,11.0688114170002,0
106.425750732,11.0665588390002,0
106.421798707,11.0662908560001,0
106.420730591,11.0651359570002,0
106.421081543,11.0645837790001,0
106.420188904,11.0633640290001,0
106.421577454,11.06189537,0
106.420692445,11.0610961930001,0
106.422271729,11.0591382980002,0
106.420539855,11.0582342160001,0
106.421325684,11.0552835480001,0
106.420631409,11.0530338300001,0
106.420349121,11.051921845,0
106.424324035,11.047783852,0
106.424308777,11.0471115120002,0
106.422592164,11.046586038,0
106.423355102,11.0454101550002,0
106.422210693,11.044540405,0
106.422737121,11.0427732470001,0
106.421630859,11.0419759750001,0
106.422195435,11.0414657600001,0
106.420082091,11.0361642840002,0
106.418128967,11.0360145570001,0
106.416221618,11.0341091160001,0
106.415176391,11.034151078,0
106.413307189,11.0319356910001,0
106.411384583,11.029254913,0
106.408912658,11.0224304210001,0
106.409530639,11.017859459,0
106.409103394,11.0147247320001,0
106.411277771,11.0131750100001,0
106.412818908,11.0089359290001,0
106.410522461,11.0074138650002,0
106.406333924,11.0062131880002,0
106.405288696,11.0037984850001,0
106.392036437,10.999791145,0
106.380737305,10.9984045030001,0
106.377250672,11.0004272470001,0
106.366950989,10.9987049110001,0
106.363601685,10.997267724,0
106.363250733,10.9976682660002,0
106.362068175,10.9962415690002,0
106.359962464,10.9953184130002,0
106.360305785,10.99466324,0
106.356674195,10.99161911,0
106.361732482,10.9846839900002,0
106.372970581,10.9697437290001,0
106.411445617,10.9738435740001,0
106.426078797,10.9630613340001,0
106.440292358,10.9521017080001,0
106.443725586,10.949375153,0
106.4535141,10.9418802260001,0
106.48738861,10.9250612260001,0
106.488517761,10.9245271680001,0
106.496002196,10.9208374030001,0
106.531600952,10.902645111,0
106.532928467,10.9003553380002,0
106.532196045,10.897535324,0
106.525894165,10.873631478,0
106.525802613,10.8736476890001,0
106.520065309,10.8522510540001,0
106.505744935,10.793745995,0
106.504570008,10.7889547350001,0
106.487144471,10.7743072510002,0
106.472198486,10.763063432,0
106.463691712,10.7565164580001,0
106.47227478,10.7454576500001,0
106.473510742,10.7464017870001,0
106.474510192,10.745443344,0
106.482124329,10.7354564660002,0
106.491577149,10.7243337630001,0
106.495780946,10.7276287090001,0
106.499679566,10.7249917980001,0
106.501678467,10.7265090940001,0
106.509346009,10.7171773920002,0
106.510978698,10.717970849,0
106.520217896,10.7236776360001,0
106.53022766,10.7172842020001,0
106.528442384,10.7149696360001,0
106.527244568,10.7092580810001,0
106.528915406,10.7025022520001,0
106.534049987,10.6878938670001,0
106.535591126,10.6856575020001,0
106.547424316,10.686983109,0
106.54763031,10.6867647170001,0
106.550521851,10.6854391100001,0
106.551574708,10.6794357310002,0
106.553527832,10.6753692630002,0
106.553192139,10.6718673710001,0
106.552085877,10.6706390390001,0
106.553588867,10.6685371400002,0
106.553237916,10.6661338800001,0
106.551635743,10.66426468,0
106.550498962,10.6590652460002,0
106.54927063,10.6596517560001,0
106.548912048,10.6574411400001,0
106.55593872,10.6569614410001,0
106.555290222,10.6523942940001,0
106.555595399,10.6509037020001,0
106.557449341,10.6503829970001,0
106.557884216,10.6485538490001,0
106.558547974,10.6486272820001,0
106.559204101,10.6499137880001,0
106.559036255,10.6518535610001,0
106.563156128,10.6514368060002,0
106.563232422,10.6521978370001,0
106.565299988,10.6522932060001,0
106.56629181,10.6564388280001,0
106.569046021,10.6565113070002,0
106.573516846,10.6541566840002,0
106.573394775,10.6498126980001,0
106.575149535,10.6498632430001,0
106.577003479,10.648867608,0
106.579391479,10.6503343580001,0
106.579551696,10.651867867,0
106.578025817,10.651867867,0
106.577919007,10.653269767,0
106.579750061,10.6561021800002,0
106.583320618,10.6554031370001,0
106.584136964,10.6536817540001,0
106.587448121,10.6528100960001,0
106.590454102,10.6530704500001,0
106.591773987,10.6500768650002,0
106.595153808,10.6509923930001,0
106.595649718,10.6510963430001,0
106.595352172,10.6537837990001,0
106.599639893,10.6525878900002,0
106.600646972,10.650732041,0
106.601516723,10.6510505680002,0
106.605415343,10.6587715150001,0
106.605941773,10.6580247880001,0
106.610839845,10.6568985000001,0
106.614196777,10.653846742,0
106.615570069,10.6541109090002,0
106.615676879,10.6533517840002,0
106.616752625,10.6533126840001,0
106.616844177,10.6521787640001,0
106.617782593,10.65167141,0
106.617340087,10.650177002,0
106.619026184,10.6496038430001,0
106.618965148,10.6490173330001,0
106.624794006,10.647425651,0
106.623947144,10.6463518150002,0
106.624343873,10.6444892880002,0
106.621864319,10.644108773,0
106.621200561,10.640953065,0
106.624153137,10.6394176480001,0
106.625831605,10.6397237780002,0
106.627220155,10.6424026480001,0
106.629493714,10.642038346,0
106.629943848,10.6404294980001,0
106.629631043,10.6394443520002,0
106.630584718,10.639051438,0
106.63117981,10.6368036280002,0
106.629508972,10.636337281,0
106.629371643,10.6353168490002,0
106.629638671,10.6316423410001,0
106.630859375,10.6301946640001,0
106.62966156,10.628935814,0
106.630203247,10.6266946800001,0
106.632148743,10.6282157910001,0
106.63484192,10.6254339230001,0
106.63885498,10.627498627,0
106.64099121,10.6266651160001,0
106.643806457,10.6295824050002,0
106.646209717,10.634218217,0
106.648658752,10.6327543260002,0
106.652954101,10.632468223,0
106.653526305,10.6333332060001,0
106.652954101,10.637989044,0
106.654014588,10.6395692830001,0
106.656272889,10.6383628840001,0
106.656944275,10.6435508720001,0
106.66077423,10.6419773110001,0
106.660163879,10.6398143770002,0
106.662475587,10.6393756860002,0
106.663375854,10.6401367190002,0
106.66494751,10.638867378,0
106.665649413,10.6396436690001,0
106.666091919,10.6384725570001,0
106.666625977,10.6403026570001,0
106.668144225,10.6391220090001,0
106.669601441,10.6392021180002,0
106.672821044,10.642652512,0
106.674201964,10.6444950110002,0
106.67906952,10.6456127160002,0
106.68509674,10.6509923930001,0
106.68574524,10.6532783500001,0
106.685325623,10.6567287440001,0
106.687644959,10.6557292950001,0
106.688438416,10.653415679,0
106.690361024,10.6513729110001,0
106.690490722,10.6488494880001,0
106.691337585,10.6484956740002,0
106.696212768,10.6498003000001,0
106.697303772,10.6519021980001,0
106.700920106,10.6539497370002,0
106.70186615,10.6530838010001,0
106.703964234,10.6531734480001,0
106.704833984,10.6509256370001,0
106.707511902,10.6498823160001,0
106.712043762,10.6503000260001,0
106.718757629,10.64558506,0
106.721290588,10.6462488180001,0
106.722587586,10.6458683010001,0
106.723213196,10.6414299020001,0
106.724899292,10.6400985720001,0
106.725593567,10.6382236470001,0
106.729629516,10.6364459990002,0
106.731422425,10.6339168550002,0
106.731163026,10.632938385,0
106.733314514,10.6288404470001,0
106.731674195,10.6277151100001,0
106.729812622,10.628580093,0
106.729057312,10.6280870450001,0
106.728363037,10.624320983,0
106.731559754,10.6236534120001,0
106.731864929,10.6227455140001,0
106.72996521,10.6203632350001,0
106.729309082,10.6164798730002,0
106.727905273,10.6167202,0
106.727638245,10.6156873710001,0
106.72907257,10.612116814,0
106.731529235,10.6121730810002,0
106.732826234,10.6099014280001,0
106.731536866,10.6088323600001,0
106.729042054,10.6092319490002,0
106.728591918,10.6086864480001,0
106.726623535,10.6111526490001,0
106.723869324,10.6119003290002,0
106.722312926,10.607312204,0
106.718803406,10.6059007650001,0
106.719665527,10.6026592260002,0
106.72229004,10.5995368970002,0
106.720542908,10.5977153790001,0
106.720230103,10.5963087080002,0
106.723503112,10.593593598,0
106.723571777,10.5910959240002,0
106.723289489,10.588068962,0
106.72554779,10.5851554880002,0
106.727180481,10.585501672,0
106.726608277,10.58429718,0
106.728713989,10.5799570090002,0
106.732765198,10.5802030560002,0
106.734954834,10.582699776,0
106.735221863,10.5859012610001,0
106.7370224,10.5863342280002,0
106.738975524,10.5850944530002,0
106.739486694,10.5827836990001,0
106.738922119,10.5814085000001,0
106.735023499,10.5789346690001,0
106.735137939,10.5775890360001,0
106.736709595,10.5769252770002,0
106.738128662,10.578425408,0
106.741218567,10.579106332,0
106.745285035,10.5756759640001,0
106.742630005,10.5710182180002,0
106.741966247,10.5653715130001,0
106.74293518,10.5595636360001,0
106.744178773,10.5529985440001,0
106.749099731,10.5307140350001,0
106.748443603,10.5185613630001,0
106.744018555,10.4999876020001,0
106.74358368,10.4976272590002,0
106.745391845,10.488436699,0
106.752311707,10.4723539350002,0
106.756858825,10.462568284,0
106.763153077,10.452453614,0
106.772254944,10.4403581630001,0
106.777740478,10.4330711370001,0
106.80444336,10.4036445620001,0
106.815086366,10.3912582400002,0
106.822532655,10.377412796,0
106.834594727,10.354226112,0
106.852767944,10.3583316810002,0
106.867584228,10.3598699570001,0
106.87587738,10.360718726,0
106.894554137,10.3650856030001,0
106.91846466,10.3739805220001,0
106.942649841,10.3854494100001,0
106.970550538,10.3948135390001,0
